LFQ intensity BvO325_ccpa_MG1363_1	LFQ intensity BvO326_ccpa_MG1363_2	LFQ intensity BvO327_ccpa_MG1363_3	LFQ intensity BvO328_ccpa_MG1363_4	LFQ intensity BvO329_wt_MG1363_1	LFQ intensity BvO330_wt_MG1363_2	LFQ intensity BvO331_wt_MG1363_3	LFQ intensity BvO332_wt_MG1363_4	Only identified by site	Reverse	Potential contaminant	FilteredRows	Protein names	Gene names	Gene names  (primary )	Gene names  (ordered locus )	Intramembrane	Transmembrane	Student's T-test Significant ccpa mutant_wt	Student's T-test significant	Length	EC number	Gene names  (primary )_	Gene names  (ordered locus )_	Mass	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Intramembrane_	Subcellular location [CC]	Topological domain	Transmembrane_	Cross-reference (PRIDE)	Cross-reference (KEGG)	Cross-reference (BRENDA)	Cross-reference (eggNOG)	Cross-reference (KO)	COGcatcombined	id	Number of proteins	Peptides	Unique peptides	Sequence coverage    	Mol  weight  kDa 	Sequence length	Q value	Score	Intensity	iBAQ	iBAQ BvO325_ccpa_MG1363_1	iBAQ BvO326_ccpa_MG1363_2	iBAQ BvO327_ccpa_MG1363_3	iBAQ BvO328_ccpa_MG1363_4	iBAQ BvO329_wt_MG1363_1	iBAQ BvO330_wt_MG1363_2	iBAQ BvO331_wt_MG1363_3	iBAQ BvO332_wt_MG1363_4	-Log Student's T-test p-value ccpa mutant_wt	Student's T-test q-value ccpa mutant_wt	Student's T-test Difference ccpa mutant_wt	Student's T-test Test statistic ccpa mutant_wt	Sequence length_	Average molecular mass	Number of theoretical peptides (trypsin/P, 7-30)	Protein IDs	Majority protein IDs	Fasta headers	Gene name	Protein name
7.15881443023682	7.16684436798096	7.22608423233032	7.3183765411377	7.35322380065918	7.41483974456787	7.35102272033691	7.33771896362305					Amino-acid permease lysQ	lysQ llmg_0386	lysQ	llmg_0386	0	TRANSMEM 125 146 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 158 177 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 16 37 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 189 210 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 239 260 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 280 302 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 337 358 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 364 388 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 408 425 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 43 60 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 437 457 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 96 119 Helical. {ECO:0000256|SAM:Phobius}.			477		lysQ	llmg_0386	51,946		amino acid transmembrane transporter activity [GO:0015171]	integral component of membrane [GO:0016021]	0	0	0	TRANSMEM 125 146 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 158 177 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 16 37 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 189 210 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 239 260 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 280 302 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 337 358 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 364 388 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 408 425 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 43 60 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 437 457 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 96 119 Helical. {ECO:0000256|SAM:Phobius}.	0	llm:llmg_0386	0	COG0833;ENOG4108IQI		E	198	1	3	3	6.1	51.946	477	0	5.1843	112800000	14100000	1744300	1985600	1637100	1612600	1621300	1805200	2171200	1522400	1.94907545227752	0.256532374100719	-0.146671414375305	-0.140943446324816	477	51946.1604799999	8	A2RI97	A2RI97	tr|A2RI97|A2RI97_LACLM Amino-acid permease lysQ OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=lysQ PE=4 SV=1	lysQ	Amino-acid permease lysQ
8.64490127563477	8.61984443664551	8.60516452789307	8.6458740234375	8.50170230865479	8.48392963409424	8.48257350921631	8.51438808441162					Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysS llmg_0389	lysS	llmg_0389	0	0			494	6.1.1.6	lysS	llmg_0389	56,617	lysyl-tRNA aminoacylation [GO:0006430]	ATP binding [GO:0005524];lysine-tRNA ligase activity [GO:0004824];metal ion binding [GO:0046872];nucleic acid binding [GO:0003676]	cytoplasm [GO:0005737]	0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00252}.	0	0	0	llm:llmg_0389	0	COG1190;ENOG4105CRK	K04567	J	199	1	32	32	62.6	56.617	494	0	323.31	2362500000	87500000	19447000	13283000	11930000	10746000	7000700	8859600	12150000	4082700	4.38978334362355	0.260828478964401	0.133297681808472	0.13164742929869	494	56617.2191799999	27	A2RIA0	A2RIA0	sw|A2RIA0|SYK_LACLM Lysine--tRNA ligase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=lysS PE=3 SV=1	lysS	Lysine--tRNA ligase
6.64965629577637	6.52556324005127	6.63243722915649	6.54590082168579	6.46123790740967	6.56806230545044	6.68131351470947	6.44694662094116					Probable tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)	thiI llmg_0395	thiI	llmg_0395	0	0			406	2.8.1.4	thiI	llmg_0395	45,223	thiamine biosynthetic process [GO:0009228];thiamine diphosphate biosynthetic process [GO:0009229];tRNA thio-modification [GO:0034227]	ATP binding [GO:0005524];sulfurtransferase activity [GO:0016783];tRNA adenylyltransferase activity [GO:0004810];tRNA binding [GO:0000049]	cytoplasm [GO:0005737]	0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00021}.	0	0	0	llm:llmg_0395	0	COG0301;ENOG4105D8I	K03151	H	201	1	3	3	7.4	45.223	406	0	6.1031	25673000	1283700	324920	136980	205890	100500	108870	121610	231420	53492	0.333741526923185	0.554351097178683	0.0489993095397949	0.0461115297387459	406	45223.1523799999	20	A2RIA6	A2RIA6	sw|A2RIA6|THII_LACLM Probable tRNA sulfurtransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=thiI PE=3 SV=1	thiI	Probable tRNA sulfurtransferase
6.18669462203979	6.29458856582642	6.52051734924316	6.13036775588989	6.63768005371094	6.631667137146	6.66388750076294	6.78902339935303					FMN-dependent NADH-azoreductase (EC 1.7.-.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase)	azoR llmg_0397	azoR	llmg_0397	0	0			201	1.7.-.-	azoR	llmg_0397	21,975		electron carrier activity [GO:0009055];FMN binding [GO:0010181];FMN reductase activity [GO:0008752];hydrolase activity [GO:0016787];oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor [GO:0016652];oxidoreductase activity, acting on other nitrogenous compounds as donors [GO:0016661]		0	0	0	0	0	llm:llmg_0397	0	COG1182;ENOG4108V3G	K01118	I	202	1	4	4	16.9	21.975	201	0	10.314	20666000	2296200	296000	211050	254830	453320	332060	222430	129590	396950	2.26527759525977	0.0737368421052632	-0.397522449493408	-0.363460494712588	201	21974.99858	9	A2RIA7	A2RIA7	tr|A2RIA7|A2RIA7_LACLM FMN-dependent NADH-azoreductase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=azoR PE=3 SV=1	azoR	FMN-dependent NADH-azoreductase
7.8468132019043	7.92973566055298	7.99241638183594	8.05022525787354	8.11617565155029	8.05637073516846	7.98242950439453	8.03458881378174					Uncharacterized protein	llmg_0400		llmg_0400	0	0			156			llmg_0400	18,263				0	0	0	0	0	llm:llmg_0400	0			#N/A	204	1	6	6	35.3	18.263	156	0	58.37	549920000	91653000	1949000	1654800	3229100	1689900	56477000	1430900	24185000	1038600	0.90953530892055	0.334737306843267	-0.0925935506820679	-0.0880464131937835	156	18263.48428	6	A2RIB0	A2RIB0	tr|A2RIB0|A2RIB0_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0400 PE=4 SV=1	llmg_0400	Uncharacterized protein
8.66896343231201	8.64544200897217	8.63584518432617	8.6804895401001	8.62930774688721	8.5764102935791	8.66484832763672	8.61448574066162					Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS llmg_0401	tyrS	llmg_0401	0	0			419	6.1.1.1	tyrS	llmg_0401	47,375	tyrosyl-tRNA aminoacylation [GO:0006437]	ATP binding [GO:0005524];RNA binding [GO:0003723];tyrosine-tRNA ligase activity [GO:0004831]	cytoplasm [GO:0005737]	0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_02006}.	0	0	0	llm:llmg_0401	0	COG0162;ENOG4105DA0	K01866	J	205	1	16	16	34.1	47.374	419	0	160.57	2779600000	154420000	24883000	17860000	20007000	17216000	16454000	15078000	26137000	16788000	0.87396252851021	0.646972423802613	0.0364220142364502	0.0356725916290663	419	47374.7826799999	18	A2RIB1	A2RIB1	sw|A2RIB1|SYY_LACLM Tyrosine--tRNA ligase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=tyrS PE=3 SV=1	tyrS	Tyrosine--tRNA ligase
7.33014965057373	7.38703393936157	7.34411716461182	7.33619928359985	7.41604089736938	7.3960599899292	7.33203411102295	7.38580274581909					Penicillin-binding protein 1B (EC 2.4.2.-)	pbp1B llmg_0402	pbp1B	llmg_0402	0	TRANSMEM 58 82 Helical. {ECO:0000256|SAM:Phobius}.			812	2.4.2.-	pbp1B	llmg_0402	87,845	peptidoglycan biosynthetic process [GO:0009252]	penicillin binding [GO:0008658];transferase activity, transferring glycosyl groups [GO:0016757]	integral component of membrane [GO:0016021]	0	0	0	TRANSMEM 58 82 Helical. {ECO:0000256|SAM:Phobius}.	0	llm:llmg_0402	0	COG0744	K03693	M	206	1	10	10	17.1	87.844	812	0	70.971	124000000	3647000	340600	313940	246940	1604000	265740	357580	279210	238970	0.733833832841827	0.673963534361851	-0.0331094264984131	-0.0323938455253986	812	87845.4672800002	34	A2RIB2	A2RIB2	tr|A2RIB2|A2RIB2_LACLM Penicillin-binding protein 1B OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=pbp1B PE=4 SV=1	pbp1B	Penicillin-binding protein 1B
8.13614940643311	8.05284786224365	8.14789295196533	7.96532869338989	8.05307865142822	8.07838439941406	8.00876998901367	7.94788455963135					Thioredoxin H-type	trxH llmg_0406	trxH	llmg_0406	0	0			105		trxH	llmg_0406	12,087	cell redox homeostasis [GO:0045454];glycerol ether metabolic process [GO:0006662]	protein disulfide oxidoreductase activity [GO:0015035]	cell [GO:0005623]	0	0	0	0	0	llm:llmg_0406	0	COG0526;ENOG4105N2R		O	207	1	6	6	42.9	12.087	105	0	66.574	702600000	140520000	33360000	21667000	22987000	11250000	11091000	8207200	22148000	9809100	0.47420212039199	0.523473684210526	0.0535253286361694	0.0509212361101196	105	12086.94248	5	A2RIB5	A2RIB5	tr|A2RIB5|A2RIB5_LACLM Thioredoxin H-type OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=trxH PE=4 SV=1	trxH	Thioredoxin H-type
7.9914608001709	8.11823177337646	8.08138370513916	8.14135551452637	8.04987716674805	8.03873920440674	8.07609367370605	8.02234554290771					Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20)	pheT llmg_0407	pheT	llmg_0407	0	0			208	6.1.1.20	pheT	llmg_0407	22,188		phenylalanine-tRNA ligase activity [GO:0004826];tRNA binding [GO:0000049]		0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|SAAS:SAAS00710994}.	0	0	0	llm:llmg_0407	0	COG0073;ENOG4108VDD	K06878	J	208	1	7	7	42.3	22.188	208	0	66.569	667720000	60702000	7806800	9294600	8661200	8641700	5461600	6556600	8965600	5313800	0.472417629916203	0.653638205499276	0.036344051361084	0.0351207263833805	208	22188.32938	11	A2RIB6	A2RIB6	tr|A2RIB6|A2RIB6_LACLM Phenylalanine--tRNA ligase beta subunit OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=pheT PE=3 SV=1	pheT	Phenylalanine--tRNA ligase beta subunit
7.19953584671021	6.94450235366821	7.07776737213135	7.07206583023071	7.69582319259644	7.67654752731323	7.66096973419189	7.72472620010376					NADH oxidase (NOXase) (EC 1.6.99.3)	noxE llmg_0408	noxE	llmg_0408	0	0	+	ccpa mutant_wt	446	1.6.99.3	noxE	llmg_0408	48,872	cell redox homeostasis [GO:0045454]	flavin adenine dinucleotide binding [GO:0050660];NADH dehydrogenase activity [GO:0003954]	cell [GO:0005623]	0	0	0	0	0	llm:llmg_0408	1.6.3.4	COG0446;ENOG4107QMW		C	209	1	6	6	15.2	48.871	446	0	72.11	173170000	9114400	1153900	367440	495570	376280	1547100	1566800	2324600	1282700	4.57202778616072	0.0500740740740741	-0.616048812866211	-0.584565256548247	446	48871.5448799999	19	A2RIB7	A2RIB7	sw|A2RIB7|NAOX_LACLM NADH oxidase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=noxE PE=1 SV=1	noxE	NADH oxidase
9.06445789337158	9.02345848083496	9.11028671264648	9.08990478515625	9.08788776397705	9.19465351104736	9.14612770080566	9.1347188949585					Two-component system regulator	llrC llmg_0414	llrC	llmg_0414	0	0			233		llrC	llmg_0414	26,766	phosphorelay signal transduction system [GO:0000160];regulation of transcription, DNA-templated [GO:0006355];transcription, DNA-templated [GO:0006351]	DNA binding [GO:0003677]	intracellular [GO:0005622]	0	0	0	0	0	llm:llmg_0414	0	COG0745;ENOG4105CK6	K07668	T	212	1	22	22	68.7	26.765	233	0	185.31	7490600000	440620000	68035000	48347000	60752000	50692000	44254000	64633000	64532000	39380000	1.26632507374905	0.422093457943925	-0.0688199996948242	-0.0668923775120012	233	26765.54298	17	A2RIC3	A2RIC3	tr|A2RIC3|A2RIC3_LACLM Two-component system regulator OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llrC PE=4 SV=1	llrC	Two-component system regulator
6.64324522018433	6.56909275054932	6.64855527877808	6.62639188766479	6.74554300308228	6.73792362213135	6.56199550628662	6.75691747665405					Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk llmg_0415	tmk	llmg_0415	0	0			211	2.7.4.9	tmk	llmg_0415	23,973	dTDP biosynthetic process [GO:0006233]	ATP binding [GO:0005524];thymidylate kinase activity [GO:0004798]		0	0	0	0	0	llm:llmg_0415	0	COG0125;ENOG4108ZMD	K00943	F	213	1	3	3	17.1	23.972	211	0	4.0471	26445000	2404100	352830	273230	286200	223210	322160	319920	368090	258490	0.782931762226912	0.388771084337349	-0.0787736177444458	-0.0750361764565952	211	23972.72698	11	A2RIC4	A2RIC4	sw|A2RIC4|KTHY_LACLM Thymidylate kinase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=tmk PE=3 SV=1	tmk	Thymidylate kinase
6.15875911712646	6.66930770874023	6.60145139694214	6.66004943847656	6.66669940948486	6.50944471359253	6.50457954406738	6.50276184082031					DNA polymerase III (EC 2.7.7.7)	holB llmg_0416	holB	llmg_0416	0	0			286	2.7.7.7	holB	llmg_0416	33,053	DNA replication [GO:0006260]	3'-5' exonuclease activity [GO:0008408];DNA-directed DNA polymerase activity [GO:0003887]		0	0	0	0	0	llm:llmg_0416	0	COG0470;ENOG4105FA2	K02341	L	214	1	2	2	9.1	33.053	286	0	12.763	25706000	1606700	268500	201450	204290	160370	238110	135450	200540	197950	0.0649168096644724	0.798279069767442	-0.0234794616699219	-0.0208037771239182	286	33052.95478	16	A2RIC5	A2RIC5	tr|A2RIC5|A2RIC5_LACLM DNA polymerase III OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=holB PE=4 SV=1	holB	DNA polymerase III
6.98177337646484	6.81903028488159	6.93571376800537	6.83540534973145	7.05491924285889	7.03606986999512	7.16835021972656	7.01410055160522					Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	rsmI llmg_0419	rsmI	llmg_0419	0	0			291	2.1.1.198	rsmI	llmg_0419	32,631	enzyme-directed rRNA 2'-O-methylation [GO:0000453]	rRNA (cytosine-2'-O-)-methyltransferase activity [GO:0070677]	cytoplasm [GO:0005737]	0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01877}.	0	0	0	llm:llmg_0419	0	COG0313;ENOG4105CU0	K07056	S	216	1	4	4	20.6	32.631	291	0	33.667	59358000	5396200	1015400	544840	717380	418700	615540	517740	1201200	365390	1.81825183342331	0.239211009174312	-0.175379276275635	-0.166683558662214	291	32631.48538	11	A2RIC8	A2RIC8	tr|A2RIC8|A2RIC8_LACLM Ribosomal RNA small subunit methyltransferase I OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=rsmI PE=3 SV=1	rsmI	Ribosomal RNA small subunit methyltransferase I
7.45818424224854	7.25863742828369	7.26131057739258	7.35042238235474	7.35871505737305	7.30269861221313	7.32666349411011	7.36563777923584					Mvk protein (EC 2.7.1.36)	mvk llmg_0425	mvk	llmg_0425	0	0			310	2.7.1.36	mvk	llmg_0425	34,218	isoprenoid biosynthetic process [GO:0008299]	ATP binding [GO:0005524];mevalonate kinase activity [GO:0004496]	cytoplasm [GO:0005737]	0	0	0	0	0	llm:llmg_0425	0	COG1577;ENOG4108UJR	K00869	I	218	1	9	9	37.1	34.218	310	0	29.285	129940000	6496900	1441400	887900	783820	616370	473860	643630	1053300	596600	0.0444501429616387	0.945052873563218	-0.00629007816314697	-0.00599434485865221	310	34218.11638	20	A2RID4	A2RID4	tr|A2RID4|A2RID4_LACLM Mvk protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=mvk PE=4 SV=1	mvk	Mvk protein
6.52883958816528	6.51309776306152	6.48855066299438	6.30420732498169	6.67074680328369	6.58274507522583	6.56346940994263	6.25958108901978					Diphosphomevalonate decarboxylase (EC 4.1.1.33)	mvaD llmg_0426	mvaD	llmg_0426	0	0			318	4.1.1.33	mvaD	llmg_0426	34,991	isopentenyl diphosphate biosynthetic process, mevalonate pathway [GO:0019287]	ATP binding [GO:0005524];diphosphomevalonate decarboxylase activity [GO:0004163]	cytosol [GO:0005829]	0	0	0	0	0	llm:llmg_0426	0	COG3407;ENOG41060Q7	K01597	I	219	1	2	2	8.2	34.99	318	0	26.625	18782000	1173900	202830	131640	156370	112620	192150	169710	190360	18193	0.235792667390416	0.494037099494098	-0.0604617595672607	-0.0547817785150054	318	34990.80118	16	A2RID5	A2RID5	tr|A2RID5|A2RID5_LACLM Diphosphomevalonate decarboxylase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=mvaD PE=4 SV=1	mvaD	Diphosphomevalonate decarboxylase
7.96290874481201	7.96241188049316	7.93285417556763	7.91479778289795	8.04465770721436	8.08746242523193	8.027512550354	8.04206371307373					DEAD-box ATP-dependent RNA helicase CshB (EC 3.6.4.13)	rheB cshB llmg_0433	rheB	llmg_0433	0	0			446	3.6.4.13	rheB	llmg_0433	50,464	response to cold [GO:0009409];RNA catabolic process [GO:0006401]	ATP binding [GO:0005524];ATP-dependent RNA helicase activity [GO:0004004];RNA binding [GO:0003723]	cytoplasm [GO:0005737]	0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01494}.	0	0	0	llm:llmg_0433	0	COG0513;ENOG4105C1J	K18692	L	221	1	16	16	36.1	50.463	446	0	40.054	591560000	21910000	3761000	2854600	2566600	1678100	2353800	2307200	4544300	1843900	3.06384130514041	0.290935400516796	-0.107180953025818	-0.105338490394987	446	50464.0542799999	27	A2RIE2	A2RIE2	tr|A2RIE2|A2RIE2_LACLM DEAD-box ATP-dependent RNA helicase CshB OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=rheB PE=3 SV=1	rheB	DEAD-box ATP-dependent RNA helicase CshB
8.68615341186523	8.68595695495605	8.80280780792236	8.67633724212646	8.80846118927002	8.71871757507324	8.6912145614624	8.73995208740234					PTS system, IIB component (EC 2.7.1.69)	ptcB llmg_0437	ptcB	llmg_0437	0	0			108	2.7.1.69	ptcB	llmg_0437	11,324	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	D-glucosamine PTS permease activity [GO:0103111];protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]		0	0	0	0	0	llm:llmg_0437	0	COG1440;ENOG4105VZJ	K02760	G	223	1	11	11	96.3	11.324	108	0	58.923	3673800000	459220000	70946000	50389000	82586000	39250000	61937000	52002000	68012000	34099000	0.284443194254236	0.739305740987984	-0.0267724990844727	-0.0257641594183483	108	11324.33248	8	A2RIE6	A2RIE6	tr|A2RIE6|A2RIE6_LACLM PTS system, IIB component OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ptcB PE=4 SV=1	ptcB	PTS system, IIB component
7.80646467208862	7.77587985992432	7.7305965423584	7.72905111312866	7.69176197052002	7.79827785491943	7.65870761871338	7.83999300003052					PTS system, cellobiose-specific IIA component (EC 2.7.1.69)	ptcA llmg_0438	ptcA	llmg_0438	0	0			116	2.7.1.69	ptcA	llmg_0438	12,886	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	D-glucosamine PTS permease activity [GO:0103111];protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]		0	0	0	0	0	llm:llmg_0438	0	COG1447;ENOG4105VCP	K02759	G	224	1	7	7	52.6	12.885	116	0	195.01	315870000	45125000	6605400	4651200	4523400	3970300	4148800	5709300	6306500	9209900	0.104628982324086	0.881349573690621	0.0133129358291626	0.0127169517516145	116	12885.50008	7	A2RIE7	A2RIE7	tr|A2RIE7|A2RIE7_LACLM PTS system, cellobiose-specific IIA component OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ptcA PE=4 SV=1	ptcA	PTS system, cellobiose-specific IIA component
7.6339225769043	7.59144306182861	7.67890071868896	7.54597473144531	7.65354061126709	7.61886358261108	7.64944219589233	7.66129207611084					DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA llmg_0444	ligA	llmg_0444	0	0			686	6.5.1.2	ligA	llmg_0444	76,774	DNA repair [GO:0006281];DNA replication [GO:0006260]	DNA ligase (NAD+) activity [GO:0003911];metal ion binding [GO:0046872]		0	0	0	0	0	llm:llmg_0444	0	COG0272;ENOG4105C77	K01972	L	226	1	11	11	15.5	76.773	686	0	33.114	243650000	7859500	873700	937670	1131000	893650	930370	1043000	1330100	720060	0.508636182879198	0.674394405594406	-0.03322434425354	-0.0322577011644486	686	76774.4740800001	31	A2RIF3	A2RIF3	sw|A2RIF3|DNLJ_LACLM DNA ligase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ligA PE=3 SV=1	ligA	DNA ligase
7.63077354431152	7.71644592285156	7.67403411865234	7.73306083679199	7.76722288131714	7.82940006256104	7.73910522460938	7.7690372467041					BmrU-like protein	llmg_0445		llmg_0445	0	0			342			llmg_0445	37,278		NAD+ kinase activity [GO:0003951]		0	0	0	0	0	llm:llmg_0445	0	COG1597;ENOG4105CBD	K07029	I	227	1	7	7	23.7	37.278	342	0	71.405	316690000	19793000	2994500	2655400	2457900	2254000	1948900	2682200	3369500	1430900	1.5867021469822	0.342076923076923	-0.0876127481460571	-0.0850786067234768	342	37278.23478	16	A2RIF4	A2RIF4	tr|A2RIF4|A2RIF4_LACLM BmrU-like protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0445 PE=4 SV=1	llmg_0445	BmrU-like protein
9.12528610229492	9.11885929107666	9.04614353179932	9.05169296264648	9.27886772155762	9.40876579284668	9.43215084075928	9.36548805236816					Multiple sugar-binding transport ATP-binding protein	msmK llmg_0446	msmK	llmg_0446	0	0			378		msmK	llmg_0446	42,078		ATP binding [GO:0005524];ATPase activity [GO:0016887];hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances [GO:0016820]	ATP-binding cassette (ABC) transporter complex [GO:0043190]	0	0	0	0	0	llm:llmg_0446	0	COG3839;ENOG4108IJ9	K10112	G	228	1	29	29	65.6	42.078	378	0	301.45	10600000000	558450000	55414000	51278000	38570000	42241000	84178000	104150000	104390000	78223000	3.42969005776691	0.120672897196262	-0.285822629928589	-0.2748648500002	378	42078.23558	19	A2RIF5	A2RIF5	tr|A2RIF5|A2RIF5_LACLM Multiple sugar-binding transport ATP-binding protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=msmK PE=3 SV=1	msmK	Multiple sugar-binding transport ATP-binding protein
7.97822141647339	7.94019746780396	7.91714286804199	7.99527978897095	7.95795202255249	7.90383291244507	7.87502670288086	8.05838775634766					Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	nifJ llmg_0447	nifJ	llmg_0447	0	0			1223	1.2.7.-	nifJ	llmg_0447	135,154	electron transport chain [GO:0022900]	4 iron, 4 sulfur cluster binding [GO:0051539];iron ion binding [GO:0005506];oxidoreductase activity, acting on the aldehyde or oxo group of donors [GO:0016903];thiamine pyrophosphate binding [GO:0030976]		0	0	0	0	0	llm:llmg_0447	0	COG0674;COG1013;COG1014;ENOG4105D95	K03737	C	229	1	21	21	20.9	135.15	1223	0	75.389	493970000	10081000	1380800	2001800	854710	1015900	606970	671740	1086600	2462500	0.0723386588774082	0.915134502923977	0.00891053676605225	0.00853414360209553	1223	135153.519780001	49	A2RIF6	A2RIF6	tr|A2RIF6|A2RIF6_LACLM Pyruvate-flavodoxin oxidoreductase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=nifJ PE=3 SV=1	nifJ	Pyruvate-flavodoxin oxidoreductase
7.09558773040771	7.10277652740479	7.16488790512085	7.1118335723877	7.2617621421814	7.05857801437378	6.4544792175293	7.14739799499512					Diadenylate cyclase (DAC) (EC 2.7.7.85) (Cyclic-di-AMP synthase) (c-di-AMP synthase)	dacA llmg_0448	dacA	llmg_0448	0	TRANSMEM 24 43 Helical. {ECO:0000256|HAMAP-Rule:MF_01499}.;TRANSMEM 55 73 Helical. {ECO:0000256|HAMAP-Rule:MF_01499}.;TRANSMEM 79 96 Helical. {ECO:0000256|HAMAP-Rule:MF_01499}.			292	2.7.7.85	dacA	llmg_0448	32,396		adenylate cyclase activity [GO:0004016]	integral component of membrane [GO:0016021]	0	0	0	TRANSMEM 24 43 Helical. {ECO:0000256|HAMAP-Rule:MF_01499}.;TRANSMEM 55 73 Helical. {ECO:0000256|HAMAP-Rule:MF_01499}.;TRANSMEM 79 96 Helical. {ECO:0000256|HAMAP-Rule:MF_01499}.	0	llm:llmg_0448	0	COG1624;ENOG4105C8B	K18672	S	230	1	5	5	15.8	32.395	292	0	6.7489	82821000	6901700	1277100	903290	990780	616560	634090	706930	1187400	585530	0.324390037276637	0.270610644257703	0.138217091560364	0.117043222491379	292	32395.81098	12	A2RIF7	A2RIF7	tr|A2RIF7|A2RIF7_LACLM Diadenylate cyclase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=dacA PE=3 SV=1	dacA	Diadenylate cyclase
