LFQ intensity BvO325_ccpa_MG1363_1	LFQ intensity BvO326_ccpa_MG1363_2	LFQ intensity BvO327_ccpa_MG1363_3	LFQ intensity BvO328_ccpa_MG1363_4	LFQ intensity BvO329_wt_MG1363_1	LFQ intensity BvO330_wt_MG1363_2	LFQ intensity BvO331_wt_MG1363_3	LFQ intensity BvO332_wt_MG1363_4	Only identified by site	Reverse	Potential contaminant	FilteredRows	Protein names	Gene names	Gene names  (primary )	Gene names  (ordered locus )	Intramembrane	Transmembrane	id	Number of proteins	Peptides	Unique peptides	Sequence coverage    	Mol  weight  kDa 	Sequence length	Q value	Score	Intensity	iBAQ	iBAQ BvO325_ccpa_MG1363_1	iBAQ BvO326_ccpa_MG1363_2	iBAQ BvO327_ccpa_MG1363_3	iBAQ BvO328_ccpa_MG1363_4	iBAQ BvO329_wt_MG1363_1	iBAQ BvO330_wt_MG1363_2	iBAQ BvO331_wt_MG1363_3	iBAQ BvO332_wt_MG1363_4	Protein IDs	Majority protein IDs	Fasta headers
7.90921354293823	7.72244453430176	7.61327075958252	7.97777366638184	7.99839448928833	7.91993522644043	7.96512174606323	8.04072093963623					Putative trehalose/maltose hydrolase (EC 2.4.1.8)	trePP llmg_0455	trePP	llmg_0455	0	0	234	1	17	17	25.2	86.862	769	0	91.278	524390000	14173000	2977900	3083000	2011500	1465400	1006200	1166400	1321200	1141200	A2RIG4	A2RIG4	tr|A2RIG4|A2RIG4_LACLM Putative trehalose/maltose hydrolase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=trePP PE=4 SV=1
7.62138414382935	7.42457151412964	7.51904010772705	7.68019962310791	7.75732755661011	7.74620580673218	7.78137493133545	7.63872861862183					Beta-phosphoglucomutase (EC 5.4.2.6)	pgmB llmg_0456	pgmB	llmg_0456	0	0	235	1	6	6	25.3	24.067	221	0	12.974	280500000	21577000	3485700	1475600	1730800	2097400	3279300	2791600	4004000	2712600	A2RIG5	A2RIG5	tr|A2RIG5|A2RIG5_LACLM Beta-phosphoglucomutase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=pgmB PE=4 SV=1
6.56254243850708	6.68324518203735	6.68309211730957	6.70262861251831	6.75004529953003	6.82138919830322	6.79024982452393	6.89335680007935					Transcription regulator	lytR llmg_0461	lytR	llmg_0461	0	0	236	1	6	6	17.9	49.133	459	0	64.791	32804000	1929700	270550	289370	253180	203280	132890	252510	389910	137980	A2RIH0	A2RIH0	tr|A2RIH0|A2RIH0_LACLM Transcription regulator OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=lytR PE=4 SV=1
6.68117809295654	6.71427965164185	6.6910285949707	6.59412717819214	6.76631593704224	6.71661281585693	6.81984663009644	NaN					tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	truA llmg_0462	truA	llmg_0462	0	0	237	1	3	3	17	29.032	253	0	6.6578	30494000	1905900	217260	200290	251590	180870	240060	244900	359910	211020	A2RIH1	A2RIH1	sw|A2RIH1|TRUA_LACLM tRNA pseudouridine synthase A OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=truA PE=3 SV=1
7.54167890548706	7.43557357788086	7.59784889221191	7.43990087509155	7.28985643386841	7.39672231674194	7.36882591247559	7.05407667160034					UPF0340 protein llmg_0465	llmg_0465		llmg_0465	0	0	240	1	2	2	12.2	19.413	180	0	7.106	159320000	22761000	4680500	3056300	3814700	2457000	1325600	2625700	3380500	1420400	A2RIH4	A2RIH4	sw|A2RIH4|Y465_LACLM UPF0340 protein llmg_0465 OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0465 PE=3 SV=1
6.23565483093262	6.16067838668823	6.24506807327271	6.22536087036133	6.3935227394104	6.36578750610352	6.32058238983154	6.2668662071228					Putative aminotransferase (EC 2.6.1.-)	aspC llmg_0466	aspC	llmg_0466	0	0	241	1	2	2	7.1	42.207	378	0	8.4596	11156000	743730	103550	58023	86702	54829	107670	111830	164280	56843	A2RIH5	A2RIH5	tr|A2RIH5|A2RIH5_LACLM Putative aminotransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=aspC PE=3 SV=1
7.18656063079834	7.22533512115479	7.15727519989014	7.1489725112915	7.12930297851563	6.98650312423706	6.92783212661743	7.17046689987183					Putative membrane protein	llmg_0476		llmg_0476	0	TRANSMEM 118 138 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 153 173 Helical. {ECO:0000256|SAM:Phobius}.	242	1	3	3	14.1	33.425	290	0	64.565	76741000	6395100	1242600	1074500	744160	737240	708640	482330	682310	723360	A2RII5	A2RII5	tr|A2RII5|A2RII5_LACLM Putative membrane protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0476 PE=4 SV=1
6.81091785430908	6.98231172561646	6.89566564559937	6.8525652885437	NaN	NaN	NaN	NaN					Uncharacterized protein	llmg_0481		llmg_0481	0	0	244	1	3	3	10.5	38.617	344	0	6.2381	28206000	2350500	708540	746960	337760	261910	45700	70612	68006	111050	A2RIJ0	A2RIJ0	tr|A2RIJ0|A2RIJ0_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0481 PE=4 SV=1
7.52392864227295	7.51293754577637	7.60053730010986	7.61328125	7.52377223968506	7.45671510696411	7.47020483016968	7.36225605010986					Uncharacterized protein	llmg_0482		llmg_0482	0	0	245	1	6	6	21.6	43.451	394	0	112.19	199420000	11079000	2001500	1732400	1758300	1262900	1139400	1013100	1611300	560290	A2RIJ1	A2RIJ1	tr|A2RIJ1|A2RIJ1_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0482 PE=4 SV=1
6.75635480880737	6.6036205291748	6.63894844055176	6.73497581481934	6.73571062088013	6.62694549560547	6.91666984558105	NaN					DNA-directed DNA polymerase (EC 2.7.7.7)	dnaE llmg_0483	dnaE	llmg_0483	0	0	246	1	7	7	9.2	122.44	1070	0	23.186	29074000	484570	82917	49944	62418	65200	45822	55053	113340	9871.4	A2RIJ2	A2RIJ2	tr|A2RIJ2|A2RIJ2_LACLM DNA-directed DNA polymerase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=dnaE PE=4 SV=1
7.86701345443726	7.76417636871338	7.69434213638306	7.73423147201538	7.82571792602539	7.74688339233398	7.81289339065552	7.69693279266357					Uncharacterized protein	llmg_0492		llmg_0492	0	0	247	1	12	12	43.2	30.82	278	0	68.983	356990000	25499000	5395200	3213200	3134800	2325100	3115400	2787800	3704100	1823500	A2RIK1	A2RIK1	tr|A2RIK1|A2RIK1_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0492 PE=4 SV=1
6.4492621421814	6.52663660049438	NaN	6.53005886077881	NaN	6.54870891571045	NaN	NaN					Putative esterase/lipase	llmg_0493		llmg_0493	0	0	248	1	2	2	10	30.734	279	0	29.914	20054000	2228300	346200	270000	323480	227010	368430	251700	268590	172850	A2RIK2	A2RIK2	tr|A2RIK2|A2RIK2_LACLM Putative esterase/lipase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0493 PE=4 SV=1
9.80848789215088	9.65383911132813	9.51978874206543	9.4441385269165	9.39908504486084	9.46354961395264	9.5698299407959	9.37460136413574					HU-like DNA-binding protein	hllA llmg_0496	hllA	llmg_0496	0	0	250	1	17	17	92.3	9.676	91	0	180.6	20300000000	4068700000	464030000	378370000	723280000	550080000	438710000	506030000	565410000	442750000	A2RIK5	A2RIK5	tr|A2RIK5|A2RIK5_LACLM HU-like DNA-binding protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=hllA PE=3 SV=1
7.15748691558838	7.3347954750061	7.26116752624512	7.44152212142944	7.21748399734497	7.24686765670776	7.15048027038574	6.83877992630005					Pyridoxal-phosphate dependent aminotransferase (EC 2.8.1.7)	nifZ llmg_0505	nifZ	llmg_0505	0	0	251	1	4	4	12.3	41.752	381	0	3.6324	100870000	4803200	848310	761430	798740	659170	307710	572770	603530	251540	A2RIL4	A2RIL4	tr|A2RIL4|A2RIL4_LACLM Pyridoxal-phosphate dependent aminotransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=nifZ PE=3 SV=1
7.42954254150391	7.43316173553467	7.46287679672241	7.37364768981934	7.56301784515381	7.5508885383606	7.69522762298584	7.55516719818115					Peptide binding protein	llmg_0507		llmg_0507	0	0	252	1	10	10	23.1	59.823	549	0	69.119	200240000	7701400	1679800	1035800	1267100	584580	562090	685270	1381900	504920	A2RIL6	A2RIL6	tr|A2RIL6|A2RIL6_LACLM Peptide binding protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0507 PE=4 SV=1
6.90205717086792	6.95458030700684	6.95432949066162	7.05119132995605	7.1146445274353	7.1216254234314	6.94245958328247	7.07547378540039					Cysteine synthase (EC 2.5.1.47)	llmg_0508		llmg_0508	0	0	253	1	5	5	16.8	32.492	310	0	15.508	58072000	3629500	434110	357480	372950	406090	499430	566870	485010	507590	A2RIL7	A2RIL7	tr|A2RIL7|A2RIL7_LACLM Cysteine synthase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0508 PE=3 SV=1
7.73030567169189	7.69056797027588	7.70240449905396	7.74169492721558	7.86803865432739	7.76422119140625	7.51085329055786	7.76409387588501					Putative penicillin-binding protein 1a (EC 2.4.2.-)	ponA llmg_0511	ponA	llmg_0511	0	0	255	1	14	14	31.2	75.263	693	0	92.057	320800000	11457000	2346100	1638600	1492700	1498600	1059400	1166200	1402000	853500	A2RIM0	A2RIM0	tr|A2RIM0|A2RIM0_LACLM Putative penicillin-binding protein 1a OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ponA PE=4 SV=1
8.07838439941406	8.08728408813477	8.0691499710083	8.13174724578857	8.14786148071289	8.11357593536377	8.07842063903809	8.16705131530762					UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	murA murA2 llmg_0517	murA	llmg_0517	0	0	257	1	13	13	35.4	45.731	426	0	221.79	737770000	43398000	6446300	5248600	5128500	4688500	5216100	5479200	6671800	4519500	A2RIM6	A2RIM6	tr|A2RIM6|A2RIM6_LACLM UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=murA PE=3 SV=1
9.11497783660889	9.11895847320557	9.14872646331787	9.12054061889648	8.94774723052979	9.10721015930176	9.02374649047852	8.9704122543335					Trigger factor (TF) (EC 5.2.1.8) (PPIase)	tig llmg_0519	tig	llmg_0519	0	0	258	1	30	30	69.6	46.946	427	0	323.31	7136300000	297350000	56025000	41131000	42177000	34420000	25120000	36831000	42257000	19386000	A2RIM8	A2RIM8	sw|A2RIM8|TIG_LACLM Trigger factor OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=tig PE=3 SV=1
6.01973915100098	6.18630647659302	6.12642383575439	6.26674890518188	6.48115587234497	6.32502269744873	6.23213195800781	6.47590351104736					DNA primase (EC 2.7.7.-)	dnaG llmg_0520	dnaG	llmg_0520	0	0	259	1	2	2	4.9	72.845	637	0	43.726	10652000	280310	27178	29936	26262	30060	47256	37678	40202	41733	A2RIM9	A2RIM9	tr|A2RIM9|A2RIM9_LACLM DNA primase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=dnaG PE=3 SV=1
8.43563747406006	8.41690635681152	8.4096622467041	8.34801292419434	8.41440486907959	8.31569766998291	8.39960479736328	8.31860542297363					RNA polymerase sigma factor SigA	rpoD sigA llmg_0521	rpoD	llmg_0521	0	0	260	1	26	26	58.6	50.725	447	0	165.85	1444100000	60171000	11592000	7983200	8589200	5871700	5116500	7158100	9335500	4525500	A2RIN0	A2RIN0	tr|A2RIN0|A2RIN0_LACLM RNA polymerase sigma factor SigA OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=rpoD PE=3 SV=1
7.93067932128906	8.05778026580811	8.02321147918701	8.01212024688721	7.86474847793579	7.95458984375	7.92509031295776	7.83990526199341					Glyceraldehyde 3-phosphate dehydrogenase (EC 1.2.1.12)	gapA llmg_0530	gapA	llmg_0530	0	0	261	1	10	8	32.9	36.042	337	0	25.994	530470000	35365000	6059800	5025200	5330500	4734300	2627200	3755400	5221300	2611000	A2RIN9	A2RIN9	tr|A2RIN9|A2RIN9_LACLM Glyceraldehyde 3-phosphate dehydrogenase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=gapA PE=3 SV=1
8.11206817626953	8.16793727874756	8.20035839080811	8.21500301361084	8.30580234527588	8.2677116394043	8.2643928527832	8.28699493408203					Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def llmg_0532	def	llmg_0532	0	0	262	1	14	14	71.1	23.783	211	0	102.93	1136400000	94698000	12296000	15384000	13286000	10211000	12308000	10653000	12118000	8441600	A2RIP1	A2RIP1	tr|A2RIP1|A2RIP1_LACLM Peptide deformylase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=def PE=3 SV=1
7.09015226364136	7.12300157546997	7.13792371749878	7.18768978118896	7.11869430541992	7.07144021987915	7.02230453491211	7.17889070510864					UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	uvrB llmg_0534	uvrB	llmg_0534	0	0	264	1	14	14	26	79.014	692	0	46.107	78169000	2004300	345480	314890	331430	215000	194370	174860	328720	99599	A2RIP3	A2RIP3	sw|A2RIP3|UVRB_LACLM UvrABC system protein B OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=uvrB PE=3 SV=1
7.67970037460327	8.1629524230957	7.78881883621216	8.11065673828125	6.81666564941406	6.80130767822266	6.74950456619263	7.07110834121704					Arginine-binding periplasmic protein 1	gltS llmg_0535	gltS	llmg_0535	0	0	265	1	13	13	48	28.976	273	0	85.959	316660000	19791000	4678500	6330000	5092900	3216700	106260	124350	177020	65576	A2RIP4	A2RIP4	tr|A2RIP4|A2RIP4_LACLM Arginine-binding periplasmic protein 1 OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=gltS PE=4 SV=1
6.76080703735352	6.91297626495361	6.92824220657349	6.93505859375	NaN	NaN	NaN	NaN					Acetylornithine deacetylase (EC 3.5.1.16)	argE llmg_0536	argE	llmg_0536	0	0	266	1	3	3	11.5	41.359	373	0	7.7868	23490000	1677800	346200	456560	563840	311250	0	0	0	0	A2RIP5	A2RIP5	tr|A2RIP5|A2RIP5_LACLM Acetylornithine deacetylase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=argE PE=4 SV=1
6.83724737167358	6.7659068107605	6.99669551849365	6.83117198944092	6.76254367828369	6.99029016494751	6.81835126876831	6.82199144363403					3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	fabZ llmg_0538	fabZ	llmg_0538	0	0	267	1	3	3	15.2	16.81	151	0	15.315	43175000	6167900	1252900	626090	944240	547420	455510	865920	994420	481390	A2RIP6	A2RIP6	tr|A2RIP6|A2RIP6_LACLM 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=fabZ PE=3 SV=1
8.45501232147217	8.41664028167725	8.47334098815918	8.51380348205566	8.47462368011475	8.45004844665527	8.57745742797852	8.40796852111816					Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	fabI llmg_0539	fabI	llmg_0539	0	0	268	1	18	18	52	26.396	250	0	159.89	1773400000	136410000	24525000	14823000	21250000	12652000	14004000	16216000	22309000	10636000	A2RIP7	A2RIP7	tr|A2RIP7|A2RIP7_LACLM Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=fabI PE=3 SV=1
7.44145965576172	7.55490064620972	7.53980350494385	7.53249979019165	7.82372856140137	7.81501293182373	7.95704174041748	7.9185962677002					Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)	yidC oxaA2 llmg_0540	yidC	llmg_0540	0	TRANSMEM 142 165 Helical. {ECO:0000256|HAMAP-Rule:MF_01811}.;TRANSMEM 185 202 Helical. {ECO:0000256|HAMAP-Rule:MF_01811}.;TRANSMEM 214 232 Helical. {ECO:0000256|HAMAP-Rule:MF_01811}.;TRANSMEM 238 259 Helical. {ECO:0000256|HAMAP-Rule:MF_01811}.;TRANSMEM 68 88 Helical. {ECO:0000256|HAMAP-Rule:MF_01811}.	269	1	7	7	17.8	35.502	320	0	50.213	378180000	34380000	3653900	2994600	4228400	2532800	4235000	4035300	8755700	3944300	A2RIP8	A2RIP8	tr|A2RIP8|A2RIP8_LACLM Membrane protein insertase YidC OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=yidC PE=3 SV=1
8.5289421081543	8.52422714233398	8.4971227645874	8.55010604858398	8.50350475311279	8.56478404998779	8.45726108551025	8.56373023986816					Alpha-phosphoglucomutase	pgmA llmg_0541	pgmA	llmg_0541	0	0	270	1	11	11	48.8	28.276	252	0	187.99	2032600000	169380000	28857000	22042000	22726000	20825000	17906000	22248000	22022000	12755000	A2RIP9	A2RIP9	tr|A2RIP9|A2RIP9_LACLM Alpha-phosphoglucomutase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=pgmA PE=1 SV=1
7.43017196655273	7.33065700531006	7.39264440536499	7.38037395477295	7.56065988540649	7.50237226486206	7.49770355224609	7.49611282348633					Putative DNA/pantothenate metabolism flavoprotein (EC 4.1.1.36)	dfpA llmg_0543	dfpA	llmg_0543	0	0	271	1	8	8	51.1	19.474	178	0	34.142	166890000	13907000	2498200	1559000	1786100	1616100	1755900	1741400	2202800	747640	A2RIQ1	A2RIQ1	tr|A2RIQ1|A2RIQ1_LACLM Putative DNA/pantothenate metabolism flavoprotein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=dfpA PE=4 SV=1
6.92928075790405	6.94719362258911	6.97629022598267	6.99891710281372	7.07430458068848	7.01313209533691	6.98702669143677	7.14949607849121					Putative phosphopantothenate--cysteine ligase (EC 6.3.2.5)	dfpB llmg_0544	dfpB	llmg_0544	0	0	272	1	5	5	29	25.625	231	0	49.764	60387000	5489700	894390	677740	827490	496160	495170	647680	938500	512600	A2RIQ2	A2RIQ2	tr|A2RIQ2|A2RIQ2_LACLM Putative phosphopantothenate--cysteine ligase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=dfpB PE=4 SV=1
6.51457452774048	6.5141224861145	6.56551742553711	6.58897733688354	6.78206396102905	6.61780738830566	6.4877462387085	6.74895524978638					Cation-transporting ATPase, E1-E2 family (EC 3.6.3.-)	ctpE llmg_0547	ctpE	llmg_0547	0	TRANSMEM 210 231 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 243 266 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 39 57 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 595 617 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 623 641 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 63 81 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 662 683 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 689 706 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 718 738 Helical. {ECO:0000256|SAM:Phobius}.	273	1	4	4	7.5	85.648	775	0	22.155	23351000	707600	104460	75983	112690	81020	90887	76146	90098	76322	A2RIQ4	A2RIQ4	tr|A2RIQ4|A2RIQ4_LACLM Cation-transporting ATPase, E1-E2 family OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ctpE PE=4 SV=1
6.89648771286011	6.92611074447632	6.98302602767944	7.02325248718262	7.08877372741699	7.01736736297607	7.07707691192627	6.97547340393066					Putative glyoxylase	llmg_0552		llmg_0552	0	0	275	1	5	5	34.7	13.412	118	0	57.827	77726000	11104000	2150000	1405300	1404700	1118000	1323200	1173700	2268800	260040	A2RIQ9	A2RIQ9	tr|A2RIQ9|A2RIQ9_LACLM Putative glyoxylase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0552 PE=4 SV=1
7.6184663772583	7.53122329711914	7.66479253768921	7.60465812683105	7.73021697998047	7.6510648727417	7.70158529281616	7.83854055404663					Peptide chain release factor 1 (RF-1)	prfA llmg_0557	prfA	llmg_0557	0	0	279	1	9	9	28.6	40.448	357	0	21.77	274710000	12487000	2179200	1526900	1735400	1171200	1287600	1549100	1803300	1234000	A2RIR4	A2RIR4	sw|A2RIR4|RF1_LACLM Peptide chain release factor 1 OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=prfA PE=3 SV=1
6.76128101348877	6.78848648071289	6.82452917098999	6.80742692947388	6.88636112213135	6.78569984436035	6.7590856552124	6.87487602233887					Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	hemK prmC llmg_0560	hemK	llmg_0560	0	0	280	1	4	4	18.5	31.156	270	0	39.232	36029000	2119400	239700	211860	242250	175140	375840	267300	317990	289280	A2RIR7	A2RIR7	tr|A2RIR7|A2RIR7_LACLM Release factor glutamine methyltransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=hemK PE=3 SV=1
7.36513233184814	7.34631395339966	7.39870357513428	7.37945079803467	7.3831148147583	7.37304067611694	7.38372564315796	7.3966178894043					Putative translation factor	llmg_0562		llmg_0562	0	0	281	1	9	9	36.3	33.99	306	0	36.731	143270000	11939000	2141100	1848300	1902800	1285200	719950	1092200	2208100	741650	A2RIR9	A2RIR9	tr|A2RIR9|A2RIR9_LACLM Putative translation factor OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0562 PE=3 SV=1
8.84425354003906	8.77833938598633	8.76101779937744	8.76959133148193	8.83805561065674	8.8734016418457	8.92764759063721	8.80768394470215					Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA llmg_0563	glyA	llmg_0563	0	0	282	1	25	25	61.7	44.822	415	0	280.23	4073700000	203690000	31657000	22333000	27258000	19460000	23912000	26169000	34966000	17930000	A2RIS0	A2RIS0	sw|A2RIS0|GLYA_LACLM Serine hydroxymethyltransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=glyA PE=3 SV=1
7.52394151687622	7.55338525772095	7.6130166053772	7.47246408462524	7.45904541015625	7.31329774856567	7.14016246795654	7.32594633102417					Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	serC llmg_0565	serC	llmg_0565	0	0	284	1	11	11	31.5	40.849	365	0	32.945	166630000	8770000	2219700	1582200	1419400	915790	714590	603490	657660	657110	A2RIS2	A2RIS2	sw|A2RIS2|SERC_LACLM Phosphoserine aminotransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=serC PE=3 SV=1
8.24383163452148	8.28674793243408	8.31588649749756	8.30511474609375	8.29014587402344	8.23118877410889	8.21682548522949	8.3299674987793					D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	serA llmg_0566	serA	llmg_0566	0	0	285	1	21	21	60.3	43.913	398	0	83.408	1088500000	41865000	6664000	5362600	6333300	4972900	4948600	4167400	5423000	3993000	A2RIS3	A2RIS3	tr|A2RIS3|A2RIS3_LACLM D-3-phosphoglycerate dehydrogenase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=serA PE=3 SV=1
6.84824466705322	6.6085901260376	6.58109569549561	6.62605285644531	NaN	NaN	6.67177438735962	6.50639677047729					rRNA methyltransferase (EC 2.1.1.-)	spoU llmg_0570	spoU	llmg_0570	0	0	286	1	4	4	17.9	27.206	252	0	3.4545	25544000	1965000	422260	219570	241920	274690	218040	141910	330420	116160	A2RIS6	A2RIS6	tr|A2RIS6|A2RIS6_LACLM rRNA methyltransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=spoU PE=3 SV=1
7.369957447052	7.46999883651733	7.4982967376709	7.70142984390259	7.45969390869141	7.60255908966064	7.44035816192627	NaN					Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	pepM map llmg_0577	pepM	llmg_0577	0	0	289	1	6	6	22.9	31.799	284	0	9.4998	187800000	14446000	1893500	1675800	1963400	1941900	1809400	2032900	1638900	1490500	A2RIT2	A2RIT2	tr|A2RIT2|A2RIT2_LACLM Methionine aminopeptidase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=pepM PE=3 SV=1
7.97162818908691	7.96145439147949	7.94755601882935	8.08080673217773	8.0509204864502	8.10397434234619	7.99295091629028	8.073974609375					HPr kinase/phosphorylase (HPrK/P) (EC 2.7.11.-) (EC 2.7.4.-) (HPr(Ser) kinase/phosphorylase)	hprK llmg_0582	hprK	llmg_0582	0	0	291	1	13	13	42.9	34.654	310	0	60.575	616250000	32434000	5350800	3483000	3667700	3448100	3722600	3985600	4926600	3849700	A2RIT6	A2RIT6	sw|A2RIT6|HPRK_LACLM HPr kinase/phosphorylase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=hprK PE=3 SV=1
8.46456432342529	8.43779850006104	8.22773265838623	8.2052583694458	8.36837959289551	8.444091796875	8.5005931854248	8.3841381072998					Uncharacterized protein	llmg_0584		llmg_0584	0	TRANSMEM 6 24 Helical. {ECO:0000256|SAM:Phobius}.	292	1	6	6	49.6	14.832	139	0	177.95	1513700000	252280000	51732000	40142000	20478000	17852000	21310000	29328000	52308000	19134000	A2RIT8	A2RIT8	tr|A2RIT8|A2RIT8_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0584 PE=4 SV=1
8.48088359832764	8.48491191864014	8.46526432037354	8.47017478942871	8.60212516784668	8.5339879989624	8.53969097137451	8.58548355102539					Putative secreted protein	llmg_0585		llmg_0585	0	0	293	1	22	22	87.1	20.577	186	0	323.31	2029400000	225490000	37945000	33190000	31276000	17486000	21708000	28740000	30683000	24464000	A2RIT9	A2RIT9	tr|A2RIT9|A2RIT9_LACLM Putative secreted protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0585 PE=4 SV=1
